id	name	neighborhood	cuisine_type	pricing_tier	menu_tier	menu_price_range	menu_del_dia_confirmed	website	phone	address_full	postal_code	google_maps_rating	google_maps_review_count	notes	status	last_verified
1180	Can Paixano La Xampanyeria	Barceloneta	Spanish	budget	likely		FALSE	https://www.canpaixano.com/	+34 933100839	C/ de la Reina Cristina, 7	08003	4.2	8000	Legendary cava bar. Standing room. Tiny sandwiches.	active	2026-03-23
1181	Paradiso Barcelona	El Born	Café	mid-range	none		FALSE	https://www.paradiso.cat/	+34 936076085	C/ de Rera Palau, 4	08003	4.5	5000	World's Best Bar. Hidden behind pastrami shop.	active	2026-03-23
1182	Nectari Barcelona	Eixample	Mediterranean	premium	none		FALSE			Eixample, Barcelona	08015	4.5	700	1 Michelin star. Chef Jordi Esteve.	active	2026-03-23
1183	Roca Moo	Eixample	Mediterranean	premium	none		FALSE			Eixample, Barcelona	08007	4.5	600	1 Michelin star. Hotel Omm. Roca brothers.	active	2026-03-23
1184	Pur Eixample	Eixample	Mediterranean	mid-range	likely		FALSE			Eixample, Barcelona	08007	4.3	400	Modern Mediterranean bistro.	active	2026-03-23
1185	Speakeasy Barcelona	Eixample	Mediterranean	premium	none		FALSE			Eixample, Barcelona	08010	4.4	1000	Hidden behind Dry Martini bar. Fine dining.	active	2026-03-23
1186	La Boqueria Market Bar	El Raval	Spanish	budget	none		FALSE	https://boqueria.barcelona/	+34 934132303	La Rambla, 91	08001	4.0	5000	Market stalls offering fresh food at La Boqueria.	active	2026-03-23
1187	Cañete Barcelona	El Raval	Spanish	mid-range	likely		FALSE	https://barcanete.com/	+34 932703458	C/ de la Unió, 17	08001	4.5	3000	Premium tapas bar. Open kitchen.	active	2026-03-23
1188	Koy Shunka Gòtic	Barri Gòtic	Japanese	premium	none		FALSE			Barri Gòtic, Barcelona	08002	4.6	1500	1 Michelin star. Japanese-Catalan fusion. Chef Hideki Matsuhisa.	active	2026-03-23
1189	Sagardi Barcelona	El Born	Basque	mid-range	likely		FALSE	https://www.sagardi.com/	+34 933199993	C/ de l'Argenteria, 62	08003	4.2	2000	Basque cuisine. Pintxos bar + restaurant.	active	2026-03-23
1190	Sensi Bistro	Barri Gòtic	Mediterranean	mid-range	confirmed	14-17€	TRUE	https://sensibistro.com/	+34 933199854	C/ d'Ample, 26	08002	4.3	500	Mediterranean bistro. Good menú del día.	active	2026-03-23
1191	Ferrum Restaurant	Barri Gòtic	Mediterranean	mid-range	confirmed	14-18€	TRUE	https://ferrumrestaurant.com/	+34 933101230	C/ de la Fusina, 11	08002	4.3	400	Modern Mediterranean. Gallery setting.	active	2026-03-23
1192	La Basculla	El Born	Vegetarian/Vegan	mid-range	confirmed	12-15€	TRUE	https://labasculla.cat/	+34 933189098	C/ de la Flassaders, 30	08003	4.3	500	Cooperatively-run. Vegetarian menú del día.	active	2026-03-23
1193	Can Toni	Sants	Catalan	budget	confirmed	10-13€	TRUE		+34 934315135	C/ de la Creu Coberta, 46	08014	4.2	400	Traditional Catalan. Local menú.	active	2026-03-23
1194	Bar Leo	Poble Sec	Spanish	budget	confirmed	10-12€	TRUE		+34 934431011	C/ de Blai, 59	08004	4.1	400	Simple tasty menú. Very budget.	active	2026-03-23
1195	Oleum MNAC	Poble Sec	Mediterranean	mid-range	likely		FALSE	https://oleumrestaurant.com/	+34 932890679	Palau Nacional, Parc de Montjuïc	08004	4.3	400	Inside MNAC museum. Spectacular city views.	active	2026-03-23
1196	Kaiku Barceloneta	Barceloneta	Seafood	mid-range	likely		FALSE	http://restaurantkaiku.cat/	+34 932219082	Barceloneta, Barcelona	08003	4.4	1500	Popular seafood near beach. Paella specialist.	active	2026-03-23
1197	Filferro Barcelona	Barceloneta	Mediterranean	mid-range	likely		FALSE		+34 936240149	Pg. de Joan de Borbó, 22	08003	4.3	600	Mediterranean near marina. Fresh seafood.	active	2026-03-23
1198	Estimar Barcelona	Eixample	Seafood	premium	none		FALSE	https://estimar.cat/	+34 932079256	C/ de Mallorca, 213	08010	4.5	800	Rafa Zafra. Premium seafood. Pg de Gràcia.	active	2026-03-23
1199	Cervecería Vaso de Oro	Barceloneta	Spanish	budget	likely		FALSE		+34 933193098	C/ de Balboa, 6	08003	4.3	2500	Own-brewed beer. Stand-up tapas.	active	2026-03-23
1200	Bacaro Venice Wine Bar	El Born	Italian	mid-range	likely		FALSE			El Born, Barcelona	08003	4.3	400	Italian wine bar. Small plates.	active	2026-03-23
1201	La Ribera Born Tapas	El Born	Spanish	budget	confirmed	11-14€	TRUE			El Born, Barcelona	08003	4.2	500	Traditional tapas. Born location. Budget menú.	active	2026-03-23
1202	La Cuina del Raval	El Raval	Catalan	budget	confirmed	10-13€	TRUE			El Raval, Barcelona	08001	4.1	400	Budget Catalan menú. Raval local.	active	2026-03-23
1203	Restaurante Sagrada Familia	Sagrada Família	Mediterranean	mid-range	confirmed	14-17€	TRUE			Sagrada Família, Barcelona	08013	4.2	600	Mediterranean. Tourist + local trade near Sagrada Familia.	active	2026-03-23
1204	El Rincón de Gràcia	Gràcia	Spanish	budget	confirmed	11-14€	TRUE			Gràcia, Barcelona	08025	4.2	500	Neighborhood corner bar. Budget menú.	active	2026-03-23
1205	La Llesca Sant Martí	Sant Martí	Catalan	budget	likely						08019	4.2	450	Budget-friendly catalan. in Sant Martí. 4.2★ (450 reviews). Menú del día likely available.	active	2025-03-01
1206	Can Muns	Sant Martí	Spanish	budget	confirmed	11-14€					08019	4.1	380		active	2025-03-01
1207	Restaurant El Faro	Sant Martí	Seafood	mid-range	likely						08019	4.3	520	Seafood restaurant. in Sant Martí. 4.3★ (520 reviews). Menú del día likely available.	active	2025-03-01
1208	Restaurant Betúlia	Sant Martí	Mediterranean	mid-range	likely						08019	4.3	340	Mediterranean restaurant. in Sant Martí. 4.3★ (340 reviews). Menú del día likely available.	active	2025-03-01
1209	Tívoli Sant Martí	Sant Martí	Spanish	budget	confirmed	10-13€					08020	4.0	290		active	2025-03-01
1210	Ca la Margarida	Sant Martí	Catalan	mid-range	confirmed	12-15€					08019	4.2	410		active	2025-03-01
1211	Trópico Sant Martí	Sant Martí	Fusion	budget	likely						08019	4.1	320	Budget-friendly fusion. in Sant Martí. 4.1★ (320 reviews). Menú del día likely available.	active	2025-03-01
1212	Bar Restaurante El Recó	Sant Martí	Spanish	budget	confirmed	10-12€					08020	4.0	250		active	2025-03-01
1213	La Masia de Sant Martí	Sant Martí	Catalan	mid-range	confirmed	13-16€					08020	4.3	480		active	2025-03-01
1214	El Rincón Gallego Sant Martí	Sant Martí	Spanish	mid-range	likely						08019	4.1	350	Spanish restaurant. in Sant Martí. 4.1★ (350 reviews). Menú del día likely available.	active	2025-03-01
1215	Pizzería Da Michele Sant Martí	Sant Martí	Italian	mid-range	none						08019	4.5	1200	Italian restaurant. in Sant Martí. Highly rated (4.5★, 1,200 reviews)	active	2025-03-01
1216	Wok Garden Sant Martí	Sant Martí	Fusion	budget	likely						08019	3.9	600	Budget-friendly fusion. in Sant Martí. 3.9★ (600 reviews). Menú del día likely available.	active	2025-03-01
1217	La Taverna del Clínic Sant Martí	Sant Martí	Mediterranean	mid-range	likely						08020	4.2	370	Mediterranean restaurant. in Sant Martí. 4.2★ (370 reviews). Menú del día likely available.	active	2025-03-01
1218	Restaurant La Glorieta	Clot	Catalan	mid-range	confirmed	12-15€					08018	4.3	480		active	2025-03-01
1219	Bar Tano Clot	Clot	Spanish	budget	confirmed	10-12€					08018	4.1	320		active	2025-03-01
1220	El Bocata del Clot	Clot	Spanish	budget	likely						08018	4.0	250	Budget-friendly spanish. in Clot. 4.0★ (250 reviews). Menú del día likely available.	active	2025-03-01
1221	Osteria del Clot	Clot	Italian	mid-range	likely						08018	4.4	550	Italian restaurant. in Clot. Highly rated (4.4★, 550 reviews). Menú del día likely available.	active	2025-03-01
1222	Thai Corner Clot	Clot	Thai	budget	likely						08018	4.2	420	Budget-friendly thai. in Clot. 4.2★ (420 reviews). Menú del día likely available.	active	2025-03-01
1223	Can Pau Clot	Clot	Catalan	budget	confirmed	11-13€					08018	4.0	280		active	2025-03-01
1224	El Fogón del Clot	Clot	Spanish	budget	confirmed	10-13€					08018	4.1	310		active	2025-03-01
1225	La Cuina Oberta Clot	Clot	Mediterranean	mid-range	confirmed	12-15€					08018	4.3	400		active	2025-03-01
1226	Ramen Shifu Clot	Clot	Japanese	budget	likely						08018	4.3	650	Budget-friendly japanese. in Clot. 4.3★ (650 reviews). Menú del día likely available.	active	2025-03-01
1227	La Pizarra del Clot	Clot	Spanish	budget	confirmed	10-12€					08018	4.0	220		active	2025-03-01
1228	La Taquería Sagrada	Sagrada Família	Mexican	budget	likely						08013	4.2	780	Budget-friendly mexican. in Sagrada Família. 4.2★ (780 reviews). Menú del día likely available.	active	2025-03-01
1229	El Bar de la Sagrada	Sagrada Família	Spanish	budget	confirmed	10-12€					08013	4.0	350		active	2025-03-01
1230	Can Jordi Sagrada	Sagrada Família	Catalan	mid-range	confirmed	12-15€					08025	4.3	420		active	2025-03-01
1231	Osteria Sagrada	Sagrada Família	Italian	mid-range	likely						08013	4.4	900	Italian restaurant. in Sagrada Família. Highly rated (4.4★, 900 reviews). Menú del día likely available.	active	2025-03-01
1232	Himal Nepali Sagrada	Sagrada Família	Indian	budget	confirmed	9-12€					08025	4.5	340		active	2025-03-01
1233	La Parrilla de Lepant	Sagrada Família	Argentine	mid-range	likely						08013	4.1	430	Argentine restaurant. in Sagrada Família. 4.1★ (430 reviews). Menú del día likely available.	active	2025-03-01
1234	Bar El Temple	Sagrada Família	Spanish	budget	confirmed	10-13€					08025	4.0	280		active	2025-03-01
1235	Wok to Walk Sagrada	Sagrada Família	Fusion	budget	none						08013	3.8	520	Budget-friendly fusion. in Sagrada Família. 3.8★ (520 reviews)	active	2025-03-01
1236	Restaurant La Marina Sagrada	Sagrada Família	Seafood	mid-range	confirmed	13-16€					08025	4.2	380		active	2025-03-01
1237	El Rincón de Padilla	Sagrada Família	Spanish	budget	confirmed	10-12€					08013	4.1	310		active	2025-03-01
1238	Cal Pere Sant Andreu	Sant Andreu	Catalan	budget	confirmed	10-13€					08030	4.2	360		active	2025-03-01
1239	Restaurant El Molí	Sant Andreu	Mediterranean	mid-range	confirmed	12-15€					08030	4.3	420		active	2025-03-01
1240	La Taberna de Can Fabra	Sant Andreu	Spanish	budget	confirmed	10-12€					08030	4.0	280		active	2025-03-01
1241	Bar El Rincón Andaluz Sant Andreu	Sant Andreu	Spanish	budget	confirmed	9-12€					08030	4.1	320		active	2025-03-01
1242	Pizzería Il Forno Sant Andreu	Sant Andreu	Italian	budget	likely						08030	4.2	380	Budget-friendly italian. in Sant Andreu. 4.2★ (380 reviews). Menú del día likely available.	active	2025-03-01
1243	Restaurant La Font Sant Andreu	Sant Andreu	Mediterranean	mid-range	likely						08030	4.1	290	Mediterranean restaurant. in Sant Andreu. 4.1★ (290 reviews). Menú del día likely available.	active	2025-03-01
1244	Can Lluís Sant Andreu	Sant Andreu	Catalan	budget	confirmed	10-13€					08030	4.0	250		active	2025-03-01
1245	La Cuina del Barri Sant Andreu	Sant Andreu	Spanish	budget	confirmed	10-12€					08030	4.1	300		active	2025-03-01
1246	El Japo Sant Andreu	Sant Andreu	Japanese	mid-range	none						08030	4.3	450	Japanese restaurant. in Sant Andreu. 4.3★ (450 reviews)	active	2025-03-01
1247	Restaurant L'Havana	Sant Antoni	Cuban	mid-range	likely						08015	4.2	480	Cuban restaurant. in Sant Antoni. 4.2★ (480 reviews). Menú del día likely available.	active	2025-03-01
1248	Bar Ramón Sant Antoni	Sant Antoni	Spanish	budget	confirmed	10-12€					08015	4.0	280		active	2025-03-01
1249	Can Vilaro	Sant Antoni	Catalan	budget	confirmed	10-13€					08015	4.1	350		active	2025-03-01
1250	Petit Comitè Sant Antoni	Sant Antoni	Mediterranean	mid-range	likely						08015	4.3	600	Mediterranean restaurant. in Sant Antoni. 4.3★ (600 reviews). Menú del día likely available.	active	2025-03-01
1251	El Cafè del Mercat Sant Antoni	Sant Antoni	Spanish	budget	confirmed	10-12€					08015	4.0	310		active	2025-03-01
1252	Restaurant El Parlament	Sant Antoni	Mediterranean	mid-range	confirmed	13-16€					08015	4.4	720		active	2025-03-01
1253	Tarannà Sant Antoni	Sant Antoni	Mediterranean	mid-range	likely						08015	4.5	580	Mediterranean restaurant. in Sant Antoni. Highly rated (4.5★, 580 reviews). Menú del día likely available.	active	2025-03-01
1254	Restaurant Can Verdaguer	Nou Barris	Catalan	budget	confirmed	9-12€					08042	4.1	320		active	2025-03-01
1255	Bar La Creu Nou Barris	Nou Barris	Spanish	budget	confirmed	9-11€					08042	3.9	210		active	2025-03-01
1256	Restaurant El Parc Nou Barris	Nou Barris	Mediterranean	budget	confirmed	10-13€					08016	4.0	280		active	2025-03-01
1257	Kebab Palace Nou Barris	Nou Barris	Turkish	budget	likely						08042	4.1	450	Budget-friendly turkish. in Nou Barris. 4.1★ (450 reviews). Menú del día likely available.	active	2025-03-01
1258	La Caseta de Roquetes	Nou Barris	Catalan	budget	confirmed	9-12€					08042	4.2	340		active	2025-03-01
1259	El Patio de Nou Barris	Nou Barris	Spanish	budget	confirmed	10-12€					08016	4.0	260		active	2025-03-01
1260	China Garden Nou Barris	Nou Barris	Chinese	budget	likely						08042	3.8	380	Budget-friendly chinese. in Nou Barris. 3.8★ (380 reviews). Menú del día likely available.	active	2025-03-01
1261	Bar Restaurant La Prosperitat	Nou Barris	Spanish	budget	confirmed	9-11€					08016	4.0	230		active	2025-03-01
1262	Restaurant Can Travi Nou	Horta-Guinardó	Catalan	mid-range	confirmed	14-18€		https://cantravinou.com/	+34 934280301	C/ de Jorge Manrique, s/n	08035	4.3	1800		active	2025-03-01
1263	El Racó d'Horta	Horta-Guinardó	Catalan	budget	confirmed	10-13€					08032	4.1	380		active	2025-03-01
1264	La Torre de Horta	Horta-Guinardó	Mediterranean	mid-range	likely						08032	4.2	420	Mediterranean restaurant. in Horta-Guinardó. 4.2★ (420 reviews). Menú del día likely available.	active	2025-03-01
1265	Pizzería Güell	Horta-Guinardó	Italian	budget	none						08024	4.3	650	Budget-friendly italian. in Horta-Guinardó. 4.3★ (650 reviews)	active	2025-03-01
1266	Restaurant El Laberint	Horta-Guinardó	Mediterranean	mid-range	confirmed	12-15€					08035	4.4	500		active	2025-03-01
1267	Bar Restaurant Can Margarit Horta	Horta-Guinardó	Spanish	budget	confirmed	10-12€					08032	4.0	270		active	2025-03-01
1268	El Petit Horta	Horta-Guinardó	Catalan	budget	confirmed	10-13€					08032	4.1	310		active	2025-03-01
1269	Cervecería Ciudad Condal	Eixample	Spanish	mid-range	likely			https://laflautagroup.com/	+34 933181997	Rambla de Catalunya, 18	08007	4.1	5000		active	2025-03-01
1270	Ramen-Ya Eixample	Eixample	Japanese	budget	likely						08009	4.4	1200	Budget-friendly japanese. in Eixample. Highly rated (4.4★, 1,200 reviews). Menú del día likely available.	active	2025-03-01
1271	La Flauta Diagonal	Eixample	Spanish	budget	confirmed	11-14€		https://laflautagroup.com/	+34 933237038	C/ d'Aribau, 23	08036	4.1	1800		active	2025-03-01
1272	Taller de Tapas Passeig de Gràcia	Eixample	Spanish	mid-range	likely			https://tallerdetapas.com/	+34 934874842		08007	4.0	2200		active	2025-03-01
1273	Honest Greens Eixample	Eixample	Café	mid-range	likely			https://honestgreens.com/		C/ del Rosselló, 197	08008	4.3	1500		active	2025-03-01
1274	Foc i Oli	Eixample	Catalan	mid-range	confirmed	13-16€					08009	4.4	580		active	2025-03-01
1275	Restaurant Mesopotamia	Eixample	Middle Eastern	budget	confirmed	10-13€					08011	4.2	720		active	2025-03-01
1276	La Piazzetta Eixample	Eixample	Italian	mid-range	likely						08008	4.3	890	Italian restaurant. in Eixample. 4.3★ (890 reviews). Menú del día likely available.	active	2025-03-01
1277	Yakitoro Eixample	Eixample	Japanese	mid-range	none						08009	4.2	640	Japanese restaurant. in Eixample. 4.2★ (640 reviews)	active	2025-03-01
1278	El Bierzo Eixample	Eixample	Spanish	budget	confirmed	10-13€					08010	4.0	380		active	2025-03-01
1279	Restaurant Roig Robí	Gràcia	Catalan	premium	confirmed	25-35€		https://roigrobi.com/	+34 932189222	C/ de Sèneca, 20	08006	4.5	720		active	2025-03-01
1280	Sarria Taverna Gràcia	Gràcia	Mediterranean	mid-range	likely						08012	4.2	340	Mediterranean restaurant. in Gràcia. 4.2★ (340 reviews). Menú del día likely available.	active	2025-03-01
1281	Hummus Barcelona Gràcia	Gràcia	Middle Eastern	budget	likely						08012	4.4	680	Budget-friendly middle eastern. in Gràcia. Highly rated (4.4★, 680 reviews). Menú del día likely available.	active	2025-03-01
1282	Bormuth Born	El Born	Spanish	budget	likely						08003	4.2	1500	Budget-friendly spanish. in El Born. Popular (1,500 reviews). Menú del día likely available.	active	2025-03-01
1283	Restaurant La Cuina del Born	El Born	Catalan	mid-range	confirmed	13-16€					08003	4.3	480		active	2025-03-01
1284	El Pla Born	El Born	Mediterranean	mid-range	confirmed	14-18€					08003	4.4	590		active	2025-03-01
1285	Picnic Born	El Born	Vegetarian/Vegan	budget	likely						08003	4.2	410	Budget-friendly vegetarian/vegan. in El Born. 4.2★ (410 reviews). Menú del día likely available.	active	2025-03-01
1286	Restaurant Suquet de l'Almirall	Barceloneta	Seafood	premium	none			https://suquetdelalmirall.com/	+34 932216233	Pg. de Joan de Borbó, 65	08003	4.3	2100		active	2025-03-01
1287	Maians Barceloneta	Barceloneta	Seafood	mid-range	likely						08003	4.1	890	Seafood restaurant. in Barceloneta. 4.1★ (890 reviews). Menú del día likely available.	active	2025-03-01
1288	Restaurant Salamanca 2	Barceloneta	Seafood	mid-range	likely						08003	4.0	1200	Seafood restaurant. in Barceloneta. Popular (1,200 reviews). Menú del día likely available.	active	2025-03-01
1289	Restaurant Via Veneto	Les Corts	Catalan	premium	none			https://viavenetorestaurant.com/	+34 932007024	C/ de Ganduxer, 10	08021	4.5	1500		active	2025-03-01
1290	La Masia Les Corts	Les Corts	Catalan	mid-range	confirmed	13-16€					08028	4.2	480		active	2025-03-01
1291	El Rincón de Les Corts	Les Corts	Spanish	budget	confirmed	10-13€					08028	4.0	320		active	2025-03-01
1292	Tapas les Corts	Les Corts	Spanish	budget	likely						08028	4.1	280	Budget-friendly spanish. in Les Corts. 4.1★ (280 reviews). Menú del día likely available.	active	2025-03-01
1293	Sushi Dream Les Corts	Les Corts	Japanese	mid-range	none						08028	4.2	450	Japanese restaurant. in Les Corts. 4.2★ (450 reviews)	active	2025-03-01
1294	Restaurant Els Quatre Gats Poblenou	Poblenou	Catalan	mid-range	likely						08005	4.2	420	Catalan restaurant. in Poblenou. 4.2★ (420 reviews). Menú del día likely available.	active	2025-03-01
1295	Flax & Kale Poblenou	Poblenou	Vegetarian/Vegan	mid-range	likely			https://flaxandkale.com/			08005	4.3	780		active	2025-03-01
1296	El Parc Poblenou	Poblenou	Mediterranean	mid-range	likely						08005	4.1	340	Mediterranean restaurant. in Poblenou. 4.1★ (340 reviews). Menú del día likely available.	active	2025-03-01
1297	Restaurant Amar Poblenou	Poblenou	Seafood	mid-range	likely						08005	4.4	560	Seafood restaurant. in Poblenou. Highly rated (4.4★, 560 reviews). Menú del día likely available.	active	2025-03-01
1298	Nomad Coffee Lab Poblenou	Poblenou	Café	mid-range	likely						08005	4.5	920	Café restaurant. in Poblenou. Highly rated (4.5★, 920 reviews). Menú del día likely available.	active	2025-03-01
1299	Restaurant Cal Chusco	Sants	Catalan	budget	confirmed	10-13€					08014	4.1	380		active	2025-03-01
1300	El Recó de Sants	Sants	Catalan	budget	confirmed	10-12€					08014	4.0	290		active	2025-03-01
1301	Restaurant Kashmir Sants	Sants	Indian	budget	confirmed	9-12€					08014	4.3	520		active	2025-03-01
1302	La Cuina de l'Ugo Sants	Sants	Italian	mid-range	likely						08014	4.4	610	Italian restaurant. in Sants. Highly rated (4.4★, 610 reviews). Menú del día likely available.	active	2025-03-01
1303	Bar El Viti Sants	Sants	Spanish	budget	confirmed	9-11€					08014	3.9	220		active	2025-03-01
1304	El Cafè dels Àngels	El Raval	Mediterranean	budget	confirmed	10-13€					08001	4.1	380		active	2025-03-01
1305	Caravelle Raval	El Raval	Mediterranean	mid-range	likely						08001	4.3	1100	Mediterranean restaurant. in El Raval. Popular (1,100 reviews). Menú del día likely available.	active	2025-03-01
1306	Milk Bar Gothic	Barri Gòtic	Fusion	mid-range	likely			https://milkbarcelona.com/	+34 932680922	Carrer d'en Gignàs, 21, 08002 Barcelona	08002	4.2	1800		active	2025-03-01
1307	Restaurant Ocaña	Barri Gòtic	Mediterranean	mid-range	likely			https://ocana.cat/	+34 936764814	Plaça Reial, 13-15	08002	4.1	2200		active	2025-03-01
1308	El Gran Café	Barri Gòtic	Spanish	mid-range	confirmed	14-18€					08002	4.2	1500		active	2025-03-01
1309	Taller de Tapas Gòtic	Barri Gòtic	Spanish	mid-range	likely			https://tallerdetapas.com/			08002	4.0	1900		active	2025-03-01
1310	Restaurant Tram-Tram	Sarrià-Sant Gervasi	Catalan	premium	confirmed	20-30€		https://tram-tram.com/	+34 932041518	C/ Major de Sarrià, 121	08017	4.4	680		active	2025-03-01
1311	El Jardí de l'Àpat	Sarrià-Sant Gervasi	Mediterranean	mid-range	confirmed	14-18€					08034	4.3	480		active	2025-03-01
1312	Can Martí Sarrià	Sarrià-Sant Gervasi	Catalan	budget	confirmed	11-14€					08017	4.1	350		active	2025-03-01
1313	Mussol Diagonal	Sarrià-Sant Gervasi	Catalan	mid-range	likely						08034	4.0	1200	Catalan restaurant. in Sarrià-Sant Gervasi. Popular (1,200 reviews). Menú del día likely available.	active	2025-03-01
1314	Bodega Quimet	Poble Sec	Spanish	budget	confirmed	10-13€					08004	4.3	620		active	2025-03-01
1315	Restaurant Elche	Poble Sec	Spanish	mid-range	confirmed	12-16€			+34 934410089	C/ de Vila i Vilà, 71	08004	4.1	1400		active	2025-03-01
1316	Mano Rota Poble Sec	Poble Sec	Mediterranean	mid-range	likely						08004	4.4	520	Mediterranean restaurant. in Poble Sec. Highly rated (4.4★, 520 reviews). Menú del día likely available.	active	2025-03-01
1317	La Clara	Eixample	Mediterranean	mid-range	likely			https://laclara.cat/	+34 934872820	C/ del Rosselló, 235	08008	4.3	2100		active	2025-03-01
1318	Cervecería Catalana Balmes	Eixample	Spanish	mid-range	likely			https://laflautagroup.com/	+34 932160368	C/ de Mallorca, 236, 08008 Barcelona	08006	4.1	1800		active	2025-03-01
1319	Vinitus Eixample	Eixample	Spanish	mid-range	likely			https://vinitus.com/	+34 933638024	C/ del Consell de Cent, 333	08007	4.3	3500		active	2025-03-01
1320	Restaurante Nepal	Eixample	Indian	budget	confirmed	9-12€					08011	4.4	420		active	2025-03-01
1321	El Japones de Passeig de Gràcia	Eixample	Japanese	premium	none						08007	4.2	1500	Premium japanese dining. in Eixample. Popular (1,500 reviews)	active	2025-03-01
1322	Cervecería Catalana Enric Granados	Eixample	Spanish	mid-range	likely						08008	4.0	1200	Spanish restaurant. in Eixample. Popular (1,200 reviews). Menú del día likely available.	active	2025-03-01
1323	Cañete Eixample	Eixample	Spanish	mid-range	likely						08009	4.3	900	Spanish restaurant. in Eixample. 4.3★ (900 reviews). Menú del día likely available.	active	2025-03-01
1324	Can Culleretes Eixample	Eixample	Catalan	budget	confirmed	11-14€					08011	4.1	380		active	2025-03-01
1325	Céleri Restaurant	Eixample	Mediterranean	mid-range	confirmed	14-18€					08010	4.5	620		active	2025-03-01
1326	Kosmopolit	Eixample	Fusion	mid-range	likely						08009	4.2	480	Fusion restaurant. in Eixample. 4.2★ (480 reviews). Menú del día likely available.	active	2025-03-01
1327	La Fonda del Port Olímpic	Eixample	Mediterranean	mid-range	likely						08010	4.0	1100	Mediterranean restaurant. in Eixample. Popular (1,100 reviews). Menú del día likely available.	active	2025-03-01
1328	Taktika Berri	Eixample	Basque	mid-range	confirmed	14-18€			+34 934530624	C/ de València, 169	08010	4.3	720		active	2025-03-01
1329	La Pepita Gràcia 2	Gràcia	Spanish	budget	likely						08012	4.2	680	Budget-friendly spanish. in Gràcia. 4.2★ (680 reviews). Menú del día likely available.	active	2025-03-01
1330	Restaurant Pepa Tomate Gràcia	Gràcia	Mediterranean	mid-range	confirmed	12-15€					08012	4.3	540		active	2025-03-01
1331	El Roble Gràcia	Gràcia	Catalan	mid-range	confirmed	12-15€					08012	4.2	410		active	2025-03-01
1332	Café Tramoia	Gràcia	Mediterranean	budget	likely						08012	4.1	620	Budget-friendly mediterranean. in Gràcia. 4.1★ (620 reviews). Menú del día likely available.	active	2025-03-01
1333	Can Lluís	El Raval	Catalan	mid-range	confirmed	12-16€			+34 934413187	C/ de la Cera, 49	08001	4.3	1200		active	2025-03-01
1334	Bar Kasparo	El Raval	Mediterranean	budget	likely					Plaça de Vicenç Martorell, 4	08001	4.1	1500		active	2025-03-01
1335	Sésamo	El Raval	Vegetarian/Vegan	budget	confirmed	10-13€					08001	4.4	680		active	2025-03-01
1336	Restaurant Romesco	El Raval	Catalan	budget	confirmed	10-13€					08001	4.0	450		active	2025-03-01
1337	Casa Almirall	El Raval	Spanish	budget	likely						08001	4.2	980	Budget-friendly spanish. in El Raval. 4.2★ (980 reviews). Menú del día likely available.	active	2025-03-01
1338	Restaurant Shalimar	El Raval	Indian	budget	confirmed	8-11€		https://restauranteshalimar.es/	+34 934120698	Carrer del Carme, 71, 08001 Barcelona	08001	4.1	1600		active	2025-03-01
1339	Ginger Bar	Barri Gòtic	Mediterranean	mid-range	likely					C/ de Palma de Sant Just, 1	08002	4.3	1100		active	2025-03-01
1340	El Atril	El Born	Mediterranean	mid-range	confirmed	13-17€				C/ dels Carders, 23	08003	4.4	850		active	2025-03-01
1341	Cal Pep Born 2	El Born	Seafood	premium	none						08003	4.5	600	Premium seafood dining. in El Born. Highly rated (4.5★, 600 reviews)	active	2025-03-01
1342	La Vinya del Senyor	El Born	Mediterranean	mid-range	likely			https://lavinyadelsenyor.es/	+34 933103379	Plaça de Santa Maria, 5	08003	4.2	2200		active	2025-03-01
1343	El Born Bar	El Born	Spanish	budget	likely						08003	4.1	780	Budget-friendly spanish. in El Born. 4.1★ (780 reviews). Menú del día likely available.	active	2025-03-01
1344	Quimet d'Horta Poble Sec	Poble Sec	Spanish	budget	confirmed	10-13€					08004	4.1	420		active	2025-03-01
1345	Xemei	Poble Sec	Italian	mid-range	likely			https://xemei.es/		Pg. de l'Exposició, 85	08004	4.4	1100		active	2025-03-01
1346	Tapa Tapa Montjuïc	Poble Sec	Spanish	mid-range	likely						08004	4.0	780	Spanish restaurant. in Poble Sec. 4.0★ (780 reviews). Menú del día likely available.	active	2025-03-01
1347	Rias de Galicia Barceloneta	Barceloneta	Spanish	premium	none						08003	4.3	1200	Premium spanish dining. in Barceloneta. Popular (1,200 reviews)	active	2025-03-01
1348	Santa Marta Barceloneta	Barceloneta	Mediterranean	mid-range	likely						08003	4.1	890	Mediterranean restaurant. in Barceloneta. 4.1★ (890 reviews). Menú del día likely available.	active	2025-03-01
1349	Pinotxo Bar Boqueria	Barceloneta	Catalan	mid-range	none			https://pinotxobar.com/	+34 933171731	Mercat de la Boqueria, Parada 466-467	08001	4.4	5000		active	2025-03-01
1350	Olé Café Barceloneta	Barceloneta	Spanish	budget	likely						08003	4.0	560	Budget-friendly spanish. in Barceloneta. 4.0★ (560 reviews). Menú del día likely available.	active	2025-03-01
1351	Restaurant Lluçanès Barceloneta	Barceloneta	Catalan	mid-range	confirmed	13-17€					08003	4.2	480		active	2025-03-01
1352	Mussol Sants	Sants	Catalan	mid-range	likely						08014	4.0	1500	Catalan restaurant. in Sants. Popular (1,500 reviews). Menú del día likely available.	active	2025-03-01
